+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                          ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst1|jtag_uart|the_SistemaEmbarcadoSubtrator_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo                                                                                                                                   ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|jtag_uart|the_SistemaEmbarcadoSubtrator_jtag_uart_scfifo_w|wfifo|auto_generated                                                                                                                                          ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|jtag_uart|the_SistemaEmbarcadoSubtrator_jtag_uart_scfifo_w                                                                                                                                                               ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|jtag_uart                                                                                                                                                                                                                ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_debug_slave_wrapper|the_SistemaEmbarcadoSubtrator_Processador_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_debug_slave_wrapper|the_SistemaEmbarcadoSubtrator_Processador_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_debug_slave_wrapper                                                                                ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_ocimem|SistemaEmbarcadoSubtrator_Processador_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_ocimem|SistemaEmbarcadoSubtrator_Processador_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_ocimem                                                                                       ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_avalon_reg                                                                                   ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_im                                                                                       ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_pib                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_fifo|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_fifo|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_fifo|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_fifo                                                                                     ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_dtrace|SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_dtrace                                                                                   ; 104   ; 0              ; 93           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_itrace                                                                                   ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_dbrk                                                                                     ; 89    ; 0              ; 0            ; 0              ; 93     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_xbrk                                                                                     ; 53    ; 5              ; 50           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_break                                                                                    ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci_debug                                                                                    ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_nios2_oci                                                                                                                                                  ; 156   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|SistemaEmbarcadoSubtrator_Processador_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|SistemaEmbarcadoSubtrator_Processador_cpu_register_bank_b                                                                                                                                                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|SistemaEmbarcadoSubtrator_Processador_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|SistemaEmbarcadoSubtrator_Processador_cpu_register_bank_a                                                                                                                                                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu|the_SistemaEmbarcadoSubtrator_Processador_cpu_test_bench                                                                                                                                                 ; 287   ; 3              ; 253          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador|cpu                                                                                                                                                                                                          ; 149   ; 1              ; 31           ; 1              ; 111    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|processador                                                                                                                                                                                                              ; 149   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaprograma|the_altsyncram|auto_generated|mux2                                                                                                                                                                       ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaprograma|the_altsyncram|auto_generated|decode3                                                                                                                                                                    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaprograma|the_altsyncram|auto_generated                                                                                                                                                                            ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaprograma                                                                                                                                                                                                          ; 57    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated|altsyncram1|mux7                                                                                                                                                            ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated|altsyncram1|mux6                                                                                                                                                            ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated|altsyncram1|rden_decode_b                                                                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated|altsyncram1|decode5                                                                                                                                                         ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated|altsyncram1|decode4                                                                                                                                                         ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated|altsyncram1                                                                                                                                                                 ; 55    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2|the_altsyncram|auto_generated                                                                                                                                                                             ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem2                                                                                                                                                                                                           ; 33    ; 1              ; 1            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated|altsyncram1|mux7                                                                                                                                                            ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated|altsyncram1|mux6                                                                                                                                                            ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated|altsyncram1|rden_decode_b                                                                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated|altsyncram1|decode5                                                                                                                                                         ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated|altsyncram1|decode4                                                                                                                                                         ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated|altsyncram1                                                                                                                                                                 ; 55    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1|the_altsyncram|auto_generated                                                                                                                                                                             ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|memoriaimagem1                                                                                                                                                                                                           ; 33    ; 1              ; 1            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|medidordesempenho|CC                                                                                                                                                                                                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1|medidordesempenho                                                                                                                                                                                                        ; 36    ; 0              ; 1            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst1                                                                                                                                                                                                                          ; 2     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst                                                                                                                                                                                                                           ; 34    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
